zip,type,decommissioned,primary_city,state,county,timezone,country,latitude,longitude,irs_estimated_population_2014
55380,PO BOX,0,Silver Creek,MN,Wright County,America/Chicago,US,45.32,-93.95,0
55381,STANDARD,0,Silver Lake,MN,McLeod County,America/Chicago,US,44.9,-94.19,1910
55382,STANDARD,0,South Haven,MN,Stearns County,America/Chicago,US,45.29,-94.21,3430
55383,PO BOX,0,Norwood,MN,Carver County,America/Chicago,US,44.76,-93.92,0
55384,STANDARD,0,Spring Park,MN,Hennepin County,America/Chicago,US,44.94,-93.63,1420
55385,STANDARD,0,Stewart,MN,McLeod County,America/Chicago,US,44.72,-94.48,1200
55386,STANDARD,0,Victoria,MN,Carver County,America/Chicago,US,44.86,-93.65,7550
55387,STANDARD,0,Waconia,MN,Carver County,America/Chicago,US,44.84,-93.79,13150
55388,STANDARD,0,Watertown,MN,Carver County,America/Chicago,US,44.96,-93.84,5300
55389,STANDARD,0,Watkins,MN,Meeker County,America/Chicago,US,45.31,-94.4,2470
55390,STANDARD,0,Waverly,MN,Wright County,America/Chicago,US,45.06,-93.96,2460
55391,STANDARD,0,Wayzata,MN,Hennepin County,America/Chicago,US,44.97,-93.51,14760
55392,PO BOX,0,Navarre,MN,Hennepin County,America/Chicago,US,44.95,-93.54,0
55393,PO BOX,0,Maple Plain,MN,Hennepin County,America/Chicago,US,45,-93.66,0
55394,PO BOX,0,Young America,MN,Carver County,America/Chicago,US,44.78,-93.91,0
55395,STANDARD,0,Winsted,MN,McLeod County,America/Chicago,US,44.96,-94.04,2680
55396,STANDARD,0,Winthrop,MN,Sibley County,America/Chicago,US,44.54,-94.36,1990
55397,STANDARD,0,Young America,MN,Carver County,America/Chicago,US,44.78,-93.91,2560
55398,STANDARD,0,Zimmerman,MN,Sherburne County,America/Chicago,US,45.44,-93.59,15060
55399,PO BOX,0,Young America,MN,Carver County,America/Chicago,US,44.78,-93.91,0
55401,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.98,-93.27,8020
55402,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.98,-93.27,1220
55403,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.97,-93.28,12340
55404,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.96,-93.26,20010
55405,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.97,-93.3,12660
55406,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.94,-93.22,31520
55407,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.94,-93.25,37420
55408,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.94,-93.29,28410
55409,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.93,-93.28,11180
55410,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.91,-93.32,19620
55411,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,45,-93.3,25650
55412,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,45.03,-93.3,19990
55413,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,45,-93.24,10380
55414,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.98,-93.23,12060
55415,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.97,-93.26,1890
55416,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.95,-93.34,28870
55417,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.9,-93.23,24190
55418,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,45.02,-93.24,29040
55419,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.91,-93.29,26450
55420,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.84,-93.28,21580
55421,STANDARD,0,Minneapolis,MN,Anoka County,America/Chicago,US,45.05,-93.25,26890
55422,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,45.01,-93.34,26500
55423,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.87,-93.28,36640
55424,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.91,-93.34,10020
55425,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.85,-93.23,9210
55426,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.96,-93.37,23570
55427,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,45.01,-93.38,22500
55428,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,45.06,-93.38,28790
55429,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,45.06,-93.34,27340
55430,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,45.07,-93.3,22110
55431,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.83,-93.31,18370
55432,STANDARD,0,Minneapolis,MN,Anoka County,America/Chicago,US,45.1,-93.25,29160
55433,STANDARD,0,Minneapolis,MN,Anoka County,America/Chicago,US,45.16,-93.31,31580
55434,STANDARD,0,Minneapolis,MN,Anoka County,America/Chicago,US,45.16,-93.25,28440
55435,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.87,-93.33,11640
55436,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.9,-93.37,13440
55437,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.82,-93.34,17770
55438,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.82,-93.38,16260
55439,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.88,-93.37,9270
55440,PO BOX,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.96,-93.26,1819
55441,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,45.01,-93.42,17250
55442,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,45.05,-93.43,12880
55443,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,45.12,-93.34,35080
55444,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,45.1,-93.3,16640
55445,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,45.12,-93.38,11520
55446,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,45.04,-93.49,22070
55447,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,45,-93.49,20680
55448,STANDARD,0,Minneapolis,MN,Anoka County,America/Chicago,US,45.19,-93.3,27580
55449,STANDARD,0,Minneapolis,MN,Anoka County,America/Chicago,US,45.18,-93.18,27640
55450,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.88,-93.22,0
55454,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.97,-93.23,5160
55455,STANDARD,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.97,-93.23,70
55458,PO BOX,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.96,-93.26,818
55459,PO BOX,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.96,-93.26,0
55460,PO BOX,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.96,-93.26,0
55467,UNIQUE,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.97,-93.26,0
55468,UNIQUE,1,Minneapolis,MN,Hennepin County,America/Chicago,US,44.98,-93.26,0
55470,PO BOX,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.96,-93.26,0
55472,UNIQUE,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.96,-93.26,0
55473,PO BOX,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.96,-93.26,0
55474,UNIQUE,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.96,-93.26,0
55478,UNIQUE,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.96,-93.26,0
55479,UNIQUE,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.96,-93.26,28
55480,PO BOX,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.96,-93.26,0
55483,UNIQUE,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.96,-93.26,0
55484,UNIQUE,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.96,-93.26,0
55485,UNIQUE,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.96,-93.26,0
55486,UNIQUE,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.96,-93.26,0
55487,UNIQUE,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.96,-93.26,15
55488,UNIQUE,0,Minneapolis,MN,Hennepin County,America/Chicago,US,44.96,-93.26,0
55550,PO BOX,0,Young America,MN,Carver County,America/Chicago,US,44.78,-93.91,0
55551,PO BOX,0,Young America,MN,Carver County,America/Chicago,US,44.78,-93.91,0
55552,PO BOX,0,Young America,MN,Carver County,America/Chicago,US,44.78,-93.91,0
55553,PO BOX,0,Young America,MN,Carver County,America/Chicago,US,44.78,-93.91,0
55554,PO BOX,0,Norwood,MN,Carver County,America/Chicago,US,44.76,-93.92,0
55555,PO BOX,1,Young America,MN,Carver County,America/Chicago,US,44.78,-93.91,0
55556,PO BOX,0,Young America,MN,Carver County,America/Chicago,US,44.78,-93.91,0
55557,PO BOX,0,Young America,MN,Carver County,America/Chicago,US,44.78,-93.91,0
55558,UNIQUE,0,Young America,MN,Carver County,America/Chicago,US,44.78,-93.91,0
55559,PO BOX,0,Young America,MN,Carver County,America/Chicago,US,44.78,-93.91,0
55560,PO BOX,0,Young America,MN,Carver County,America/Chicago,US,44.78,-93.91,0
55561,STANDARD,1,Monticello,MN,Wright County,America/Chicago,US,45.27,-93.8,0
55562,PO BOX,0,Young America,MN,Carver County,America/Chicago,US,44.78,-93.91,0
55563,STANDARD,1,Monticello,MN,Wright County,America/Chicago,US,45.27,-93.8,0
55564,PO BOX,0,Young America,MN,Carver County,America/Chicago,US,44.78,-93.91,0
55565,PO BOX,0,Monticello,MN,Wright County,America/Chicago,US,45.3,-93.8,0
55566,PO BOX,0,Young America,MN,Carver County,America/Chicago,US,44.78,-93.91,0
55567,PO BOX,0,Young America,MN,Carver County,America/Chicago,US,44.78,-93.91,0
55568,PO BOX,0,Young America,MN,Carver County,America/Chicago,US,44.78,-93.91,0
55569,PO BOX,0,Osseo,MN,Hennepin County,America/Chicago,US,45.11,-93.39,0
55570,PO BOX,0,Maple Plain,MN,Hennepin County,America/Chicago,US,45,-93.66,0
55571,PO BOX,0,Maple Plain,MN,Hennepin County,America/Chicago,US,45,-93.66,0
55572,PO BOX,0,Rockford,MN,Wright County,America/Chicago,US,45,-93.66,0
55573,PO BOX,0,Young America,MN,Carver County,America/Chicago,US,44.78,-93.91,0
55574,PO BOX,0,Maple Plain,MN,Hennepin County,America/Chicago,US,45,-93.66,0
55575,PO BOX,0,Howard Lake,MN,Wright County,America/Chicago,US,45.05,-94.06,0
55576,PO BOX,0,Maple Plain,MN,Hennepin County,America/Chicago,US,45,-93.66,0
55577,PO BOX,0,Rockford,MN,Wright County,America/Chicago,US,45,-93.66,0
55578,PO BOX,0,Maple Plain,MN,Hennepin County,America/Chicago,US,45,-93.66,0
55579,PO BOX,0,Maple Plain,MN,Hennepin County,America/Chicago,US,45,-93.66,0
55580,PO BOX,0,Monticello,MN,Wright County,America/Chicago,US,45.3,-93.8,0
55581,PO BOX,0,Monticello,MN,Wright County,America/Chicago,US,45.3,-93.8,0
55582,PO BOX,0,Monticello,MN,Wright County,America/Chicago,US,45.3,-93.8,0
55583,PO BOX,0,Norwood,MN,Carver County,America/Chicago,US,44.76,-93.92,0
55584,PO BOX,0,Monticello,MN,Wright County,America/Chicago,US,45.3,-93.8,0
55585,PO BOX,0,Monticello,MN,Wright County,America/Chicago,US,45.3,-93.8,0
55586,PO BOX,0,Monticello,MN,Wright County,America/Chicago,US,45.3,-93.8,0
55587,PO BOX,0,Monticello,MN,Wright County,America/Chicago,US,45.3,-93.8,0
55588,PO BOX,0,Monticello,MN,Wright County,America/Chicago,US,45.3,-93.8,0
55589,PO BOX,0,Monticello,MN,Wright County,America/Chicago,US,45.3,-93.8,0
55590,PO BOX,0,Monticello,MN,Wright County,America/Chicago,US,45.3,-93.8,0
55591,PO BOX,0,Monticello,MN,Wright County,America/Chicago,US,45.3,-93.8,0
55592,PO BOX,0,Maple Plain,MN,Hennepin County,America/Chicago,US,45,-93.66,0
55593,PO BOX,0,Maple Plain,MN,Hennepin County,America/Chicago,US,45,-93.66,0
55594,PO BOX,0,Young America,MN,Carver County,America/Chicago,US,44.78,-93.91,0
55595,PO BOX,0,Loretto,MN,Hennepin County,America/Chicago,US,45.05,-93.63,0
55596,PO BOX,0,Loretto,MN,Hennepin County,America/Chicago,US,45.05,-93.63,0
55597,PO BOX,0,Loretto,MN,Hennepin County,America/Chicago,US,45.05,-93.63,0
55598,PO BOX,0,Loretto,MN,Hennepin County,America/Chicago,US,45.05,-93.63,0
55599,PO BOX,0,Loretto,MN,Hennepin County,America/Chicago,US,45.05,-93.63,0
55601,PO BOX,0,Beaver Bay,MN,Lake County,America/Chicago,US,47.25,-91.29,199
55602,STANDARD,0,Brimson,MN,St. Louis County,America/Chicago,US,47.27,-91.86,167
55603,STANDARD,0,Finland,MN,Lake County,America/Chicago,US,47.41,-91.24,420
55604,STANDARD,0,Grand Marais,MN,Cook County,America/Chicago,US,47.75,-90.34,3180
55605,STANDARD,0,Grand Portage,MN,Cook County,America/Chicago,US,47.96,-89.68,530
55606,STANDARD,0,Hovland,MN,Cook County,America/Chicago,US,47.93,-89.99,240
55607,STANDARD,0,Isabella,MN,Lake County,America/Chicago,US,47.61,-91.35,112
55609,PO BOX,0,Knife River,MN,Lake County,America/Chicago,US,46.97,-91.78,355
55612,STANDARD,0,Lutsen,MN,Cook County,America/Chicago,US,47.77,-90.7,510
55613,STANDARD,0,Schroeder,MN,Cook County,America/Chicago,US,47.69,-90.96,180
55614,STANDARD,0,Silver Bay,MN,Lake County,America/Chicago,US,47.29,-91.27,2220
55615,STANDARD,0,Tofte,MN,Cook County,America/Chicago,US,47.66,-90.82,200
55616,STANDARD,0,Two Harbors,MN,Lake County,America/Chicago,US,47.03,-91.67,6270
55701,STANDARD,0,Adolph,MN,St Louis County,America/Chicago,US,46.84,-92.22,0
55702,STANDARD,0,Alborn,MN,St. Louis County,America/Chicago,US,46.97,-92.57,440
55703,STANDARD,0,Angora,MN,St. Louis County,America/Chicago,US,47.77,-92.63,600
55704,STANDARD,0,Askov,MN,Pine County,America/Chicago,US,46.18,-92.78,1010
55705,STANDARD,0,Aurora,MN,St. Louis County,America/Chicago,US,47.53,-92.24,2740
55706,STANDARD,0,Babbitt,MN,St. Louis County,America/Chicago,US,47.72,-91.96,1430
55707,STANDARD,0,Barnum,MN,Carlton County,America/Chicago,US,46.5,-92.68,3040
55708,PO BOX,0,Biwabik,MN,St. Louis County,America/Chicago,US,47.53,-92.35,857
55709,STANDARD,0,Bovey,MN,Itasca County,America/Chicago,US,47.29,-93.4,3640
55710,STANDARD,0,Britt,MN,St. Louis County,America/Chicago,US,47.64,-92.68,1270
55711,STANDARD,0,Brookston,MN,St. Louis County,America/Chicago,US,46.86,-92.6,490
55712,STANDARD,0,Bruno,MN,Pine County,America/Chicago,US,46.28,-92.66,440
55713,PO BOX,0,Buhl,MN,St. Louis County,America/Chicago,US,47.49,-92.76,858
55716,PO BOX,0,Calumet,MN,Itasca County,America/Chicago,US,47.32,-93.27,308
55717,STANDARD,0,Canyon,MN,St. Louis County,America/Chicago,US,47.06,-92.4,290
55718,STANDARD,0,Carlton,MN,Carlton County,America/Chicago,US,46.66,-92.42,2870
55719,STANDARD,0,Chisholm,MN,St. Louis County,America/Chicago,US,47.54,-92.86,4830
55720,STANDARD,0,Cloquet,MN,Carlton County,America/Chicago,US,46.72,-92.49,14900
55721,STANDARD,0,Cohasset,MN,Itasca County,America/Chicago,US,47.26,-93.62,3320
55722,PO BOX,0,Coleraine,MN,Itasca County,America/Chicago,US,47.28,-93.44,1103
55723,STANDARD,0,Cook,MN,St. Louis County,America/Chicago,US,47.85,-92.68,2050
55724,STANDARD,0,Cotton,MN,St. Louis County,America/Chicago,US,47.16,-92.47,700
55725,STANDARD,0,Crane Lake,MN,St. Louis County,America/Chicago,US,48.26,-92.48,132
55726,STANDARD,0,Cromwell,MN,Carlton County,America/Chicago,US,46.67,-92.87,820
55730,PO BOX,0,Grand Rapids,MN,Itasca County,America/Chicago,US,47.22,-93.52,0
55731,STANDARD,0,Ely,MN,St. Louis County,America/Chicago,US,47.9,-91.85,4610
55732,STANDARD,0,Embarrass,MN,St. Louis County,America/Chicago,US,47.65,-92.19,1290
55733,STANDARD,0,Esko,MN,Carlton County,America/Chicago,US,46.7,-92.36,4710
55734,STANDARD,0,Eveleth,MN,St. Louis County,America/Chicago,US,47.46,-92.54,5310
55735,STANDARD,0,Finlayson,MN,Pine County,America/Chicago,US,46.2,-92.92,1460
55736,STANDARD,0,Floodwood,MN,St. Louis County,America/Chicago,US,46.92,-92.91,1260
55738,STANDARD,0,Forbes,MN,St. Louis County,America/Chicago,US,47.28,-92.61,480
55741,STANDARD,0,Gilbert,MN,St. Louis County,America/Chicago,US,47.49,-92.46,2870
55742,STANDARD,0,Goodland,MN,Itasca County,America/Chicago,US,47.16,-93.13,290
55744,STANDARD,0,Grand Rapids,MN,Itasca County,America/Chicago,US,47.22,-93.52,17660
55745,UNIQUE,0,Grand Rapids,MN,Itasca County,America/Chicago,US,47.22,-93.52,0
55746,STANDARD,0,Hibbing,MN,St. Louis County,America/Chicago,US,47.4,-92.94,14680
55747,PO BOX,0,Hibbing,MN,St. Louis County,America/Chicago,US,47.4,-92.94,0
55748,STANDARD,0,Hill City,MN,Aitkin County,America/Chicago,US,46.98,-93.59,1240
55749,STANDARD,0,Holyoke,MN,Carlton County,America/Chicago,US,46.46,-92.38,350
55750,STANDARD,0,Hoyt Lakes,MN,St. Louis County,America/Chicago,US,47.55,-92.11,1770
55751,STANDARD,0,Iron,MN,St. Louis County,America/Chicago,US,47.41,-92.64,1310
55752,STANDARD,0,Jacobson,MN,Aitkin County,America/Chicago,US,47,-93.26,380
55753,PO BOX,0,Keewatin,MN,Itasca County,America/Chicago,US,47.4,-93.08,974
55756,STANDARD,0,Kerrick,MN,Pine County,America/Chicago,US,46.36,-92.58,370
55757,STANDARD,0,Kettle River,MN,Carlton County,America/Chicago,US,46.51,-92.95,730
55758,STANDARD,0,Kinney,MN,St. Louis County,America/Chicago,US,47.51,-92.72,125
55760,STANDARD,0,Mcgregor,MN,Aitkin County,America/Chicago,US,46.6,-93.3,2320
55763,STANDARD,0,Makinen,MN,St. Louis County,America/Chicago,US,47.35,-92.36,490
55764,PO BOX,0,Marble,MN,Itasca County,America/Chicago,US,47.32,-93.29,494
55765,STANDARD,0,Meadowlands,MN,St. Louis County,America/Chicago,US,47.07,-92.73,660
55766,PO BOX,0,Melrude,MN,St. Louis County,America/Chicago,US,47.26,-92.43,22
55767,STANDARD,0,Moose Lake,MN,Carlton County,America/Chicago,US,46.44,-92.76,2980
55768,STANDARD,0,Mountain Iron,MN,St. Louis County,America/Chicago,US,47.52,-92.62,2620
55769,STANDARD,0,Nashwauk,MN,Itasca County,America/Chicago,US,47.38,-93.16,1920
55771,STANDARD,0,Orr,MN,St. Louis County,America/Chicago,US,48.06,-92.82,1350
55772,PO BOX,0,Nett Lake,MN,Koochiching County,America/Chicago,US,48.11,-93.13,178
55775,STANDARD,0,Pengilly,MN,Itasca County,America/Chicago,US,47.33,-93.19,1100
55777,PO BOX,0,Virginia,MN,St. Louis County,America/Chicago,US,47.51,-92.5,17
55779,STANDARD,0,Saginaw,MN,St. Louis County,America/Chicago,US,46.85,-92.44,3570
55780,STANDARD,0,Sawyer,MN,Carlton County,America/Chicago,US,46.69,-92.7,250
55781,STANDARD,0,Side Lake,MN,St. Louis County,America/Chicago,US,47.66,-93.01,690
55782,PO BOX,0,Soudan,MN,St. Louis County,America/Chicago,US,47.81,-92.23,421
55783,STANDARD,0,Sturgeon Lake,MN,Pine County,America/Chicago,US,46.38,-92.82,2010
55784,STANDARD,0,Swan River,MN,Itasca County,America/Chicago,US,47.08,-93.19,116
55785,STANDARD,0,Swatara,MN,Aitkin County,America/Chicago,US,46.92,-93.73,190
55786,PO BOX,0,Taconite,MN,Itasca County,America/Chicago,US,47.32,-93.38,283
55787,STANDARD,0,Tamarack,MN,Aitkin County,America/Chicago,US,46.65,-93.11,420
55790,STANDARD,0,Tower,MN,St. Louis County,America/Chicago,US,47.81,-92.29,1790
55791,PO BOX,0,Twig,MN,St Louis County,America/Chicago,US,46.89,-92.36,70
55792,STANDARD,0,Virginia,MN,St. Louis County,America/Chicago,US,47.51,-92.5,8080
55793,STANDARD,0,Warba,MN,Itasca County,America/Chicago,US,47.13,-93.27,550
55795,STANDARD,0,Willow River,MN,Pine County,America/Chicago,US,46.32,-92.83,1260
55796,PO BOX,0,Winton,MN,St Louis County,America/Chicago,US,47.92,-91.8,169
55797,STANDARD,0,Wrenshall,MN,Carlton County,America/Chicago,US,46.61,-92.38,1470
55798,STANDARD,0,Wright,MN,Carlton County,America/Chicago,US,46.67,-93,560
55801,PO BOX,0,Duluth,MN,St Louis County,America/Chicago,US,46.78,-92.11,73
55802,STANDARD,0,Duluth,MN,St. Louis County,America/Chicago,US,46.74,-92.05,1570
55803,STANDARD,0,Duluth,MN,St. Louis County,America/Chicago,US,47.05,-92.07,16220
55804,STANDARD,0,Duluth,MN,St. Louis County,America/Chicago,US,46.93,-91.94,14270
55805,STANDARD,0,Duluth,MN,St. Louis County,America/Chicago,US,46.8,-92.1,6370
55806,STANDARD,0,Duluth,MN,St. Louis County,America/Chicago,US,46.78,-92.11,6950
55807,STANDARD,0,Duluth,MN,St. Louis County,America/Chicago,US,46.74,-92.17,8170
55808,STANDARD,0,Duluth,MN,St. Louis County,America/Chicago,US,46.68,-92.24,4920
55810,STANDARD,0,Duluth,MN,St. Louis County,America/Chicago,US,46.76,-92.27,8080
55811,STANDARD,0,Duluth,MN,St. Louis County,America/Chicago,US,46.84,-92.22,21850
55812,STANDARD,0,Duluth,MN,St. Louis County,America/Chicago,US,46.81,-92.07,5860
55814,PO BOX,0,Duluth,MN,St. Louis County,America/Chicago,US,46.83,-92.2,10
55815,PO BOX,0,Duluth,MN,St. Louis County,America/Chicago,US,46.78,-92.11,95
55816,PO BOX,0,Duluth,MN,St. Louis County,America/Chicago,US,46.78,-92.11,372
55901,STANDARD,0,Rochester,MN,Olmsted County,America/Chicago,US,44.07,-92.51,51880
55902,STANDARD,0,Rochester,MN,Olmsted County,America/Chicago,US,44.01,-92.47,22530
55903,PO BOX,0,Rochester,MN,Olmsted County,America/Chicago,US,44.01,-92.47,1171
55904,STANDARD,0,Rochester,MN,Olmsted County,America/Chicago,US,43.96,-92.4,24400
55905,UNIQUE,0,Rochester,MN,Olmsted County,America/Chicago,US,44.06,-92.53,121
55906,STANDARD,0,Rochester,MN,Olmsted County,America/Chicago,US,44.1,-92.41,17990
55909,STANDARD,0,Adams,MN,Mower County,America/Chicago,US,43.56,-92.71,1240
55910,STANDARD,0,Altura,MN,Winona County,America/Chicago,US,44.13,-91.97,1500
55912,STANDARD,0,Austin,MN,Mower County,America/Chicago,US,43.67,-92.97,27390
55917,STANDARD,0,Blooming Prairie,MN,Steele County,America/Chicago,US,43.86,-93.05,3400
55918,STANDARD,0,Brownsdale,MN,Mower County,America/Chicago,US,43.74,-92.86,880
55919,STANDARD,0,Brownsville,MN,Houston County,America/Chicago,US,43.69,-91.28,920
55920,STANDARD,0,Byron,MN,Olmsted County,America/Chicago,US,44.03,-92.64,7650
55921,STANDARD,0,Caledonia,MN,Houston County,America/Chicago,US,43.63,-91.5,4320
55922,STANDARD,0,Canton,MN,Fillmore County,America/Chicago,US,43.53,-91.92,690
55923,STANDARD,0,Chatfield,MN,Fillmore County,America/Chicago,US,43.84,-92.18,4240
55924,STANDARD,0,Claremont,MN,Dodge County,America/Chicago,US,44.04,-92.99,1240
55925,STANDARD,0,Dakota,MN,Winona County,America/Chicago,US,43.91,-91.35,1080
55926,STANDARD,0,Dexter,MN,Mower County,America/Chicago,US,43.71,-92.7,730
55927,STANDARD,0,Dodge Center,MN,Dodge County,America/Chicago,US,44.02,-92.84,4090
55929,STANDARD,0,Dover,MN,Olmsted County,America/Chicago,US,43.96,-92.13,1210
55931,STANDARD,0,Eitzen,MN,Houston County,America/Chicago,US,43.51,-91.39,310
55932,STANDARD,0,Elgin,MN,Wabasha County,America/Chicago,US,44.13,-92.25,1950
55933,STANDARD,0,Elkton,MN,Mower County,America/Chicago,US,43.65,-92.7,220
55934,STANDARD,0,Eyota,MN,Olmsted County,America/Chicago,US,43.98,-92.22,3290
55935,STANDARD,0,Fountain,MN,Fillmore County,America/Chicago,US,43.74,-92.13,850
55936,STANDARD,0,Grand Meadow,MN,Mower County,America/Chicago,US,43.7,-92.57,1780
55939,STANDARD,0,Harmony,MN,Fillmore County,America/Chicago,US,43.55,-92,1700
55940,STANDARD,0,Hayfield,MN,Dodge County,America/Chicago,US,43.89,-92.84,2410
55941,STANDARD,0,Hokah,MN,Houston County,America/Chicago,US,43.76,-91.35,990
55942,PO BOX,0,Homer,MN,Winona County,America/Chicago,US,44,-91.54,0
55943,STANDARD,0,Houston,MN,Houston County,America/Chicago,US,43.76,-91.57,2780
55944,STANDARD,0,Kasson,MN,Dodge County,America/Chicago,US,44.02,-92.75,7240
55945,STANDARD,0,Kellogg,MN,Wabasha County,America/Chicago,US,44.3,-91.99,1300
55946,STANDARD,0,Kenyon,MN,Goodhue County,America/Chicago,US,44.27,-92.98,3140
55947,STANDARD,0,La Crescent,MN,Houston County,America/Chicago,US,43.82,-91.3,7110
55949,STANDARD,0,Lanesboro,MN,Fillmore County,America/Chicago,US,43.71,-91.97,1660
55950,PO BOX,0,Lansing,MN,Mower County,America/Chicago,US,43.75,-92.96,134
55951,STANDARD,0,Le Roy,MN,Mower County,America/Chicago,US,43.51,-92.5,1380
55952,STANDARD,0,Lewiston,MN,Winona County,America/Chicago,US,43.98,-91.86,2460
55953,STANDARD,0,Lyle,MN,Mower County,America/Chicago,US,43.5,-92.94,830
55954,STANDARD,0,Mabel,MN,Fillmore County,America/Chicago,US,43.52,-91.76,1270
55955,STANDARD,0,Mantorville,MN,Dodge County,America/Chicago,US,44.06,-92.75,2810
55956,STANDARD,0,Mazeppa,MN,Wabasha County,America/Chicago,US,44.27,-92.54,1790
55957,STANDARD,0,Millville,MN,Wabasha County,America/Chicago,US,44.24,-92.29,690
55959,STANDARD,0,Minnesota City,MN,Winona County,America/Chicago,US,44.09,-91.75,1960
55960,STANDARD,0,Oronoco,MN,Olmsted County,America/Chicago,US,44.16,-92.54,3230
55961,STANDARD,0,Ostrander,MN,Fillmore County,America/Chicago,US,43.61,-92.42,360
55962,STANDARD,0,Peterson,MN,Fillmore County,America/Chicago,US,43.78,-91.83,700
55963,STANDARD,0,Pine Island,MN,Goodhue County,America/Chicago,US,44.21,-92.64,5090
55964,STANDARD,0,Plainview,MN,Wabasha County,America/Chicago,US,44.16,-92.16,4490
55965,STANDARD,0,Preston,MN,Fillmore County,America/Chicago,US,43.67,-92.08,2140
55967,STANDARD,0,Racine,MN,Mower County,America/Chicago,US,43.77,-92.48,910
55968,STANDARD,0,Reads Landing,MN,Wabasha County,America/Chicago,US,44.4,-92.09,97
55969,STANDARD,0,Rollingstone,MN,Winona County,America/Chicago,US,44.08,-91.88,1080
55970,STANDARD,0,Rose Creek,MN,Mower County,America/Chicago,US,43.6,-92.82,830
55971,STANDARD,0,Rushford,MN,Fillmore County,America/Chicago,US,43.81,-91.75,2880
